title,company,url,posted,description,ats_score,ats_reasoning
Biomedical Scientist,Nuffield Health Wessex Hospital,https://uk.linkedin.com/jobs/view/biomedical-scientist-at-nuffield-health-wessex-hospital-4225355876?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"Nuffield Health Wessex Hospital | Pathology | Permanent | Full Time | Up to £38,000 per annum, depending on skills and experience 37.5 hours per week To look after the nation's heath, we must provide the highest standards of care. So, we need to work with the best talent around. That's why we're looking for someone who understands how important it is to maintain great relationships while providing the high levels of service in a modern pathology laboratory. As a Biomedical Scientist at our Wessex Hospital you'll bring the relevant qualifications and laboratory experience in multidisciplinary biomedical science. You have a good working knowledge of different analytical equipment in a range of techniques. You're also a natural communicator and team player, and you share our idea of quality. As a Biomedical Scientist, you will: - Deliver high-quality pathology services. - Perform biomedical diagnostic testing, interpretation, reporting and quality control. - Keep records of specimens, results, reagents and consumables. - Support the validation and assessment of new equipment and new diagnostic procedures. - Help ensure we deliver the very best experience for patients. As a Biomedical Scientist, you will have: - A HCPC registration (required). - A BSc in Biomedical Science (or equivalent qualification/experience). - Blood sciences laboratory experience. - Good working knowledge of different analytical equipment in a range of multi-disciplinary techniques. - Great communication and team player skills. - The ability to understand how vital it is to maintain good customer relationships and provide high levels of service in a modern pathology laboratory. - The ability to multi-task and meet required service turnaround times. - Relevant laboratory experience in Haematology, Chemistry and Blood Transfusion biomedical science Helping you feel good. We want you to love coming to work, feeling healthy, happy and valued. That's why we've developed a",85,"The CV showcases extensive experience in data science, machine learning, AI, and research, which align well with the job description's requirements for laboratory experience in multidisciplinary biomedical science."
▷ (06/05/2025) Research Scientist (Chemistry) - AITrainer,DataAnnotation,https://www.recruit.net/job/research-scientist-chemistry-aitrainer-jobs/FA6B714280B0C4F2?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"We are looking for an *advanced chemist* to join ourteam to train AI models. You will measure the progress of these AIchatbots, evaluate their logic, and solve problems to improve thequality of each model. All potential applicants are encouraged toscroll through and read the complete job description beforeapplying. In this role you will need to hold an expertunderstanding of chemistry- a completed or in progress Masters/PhDis preferred but not required. Other related fields include, butare not limited to: Formulation Scientist, Development Chemist,Analytical Chemist, Chemical Engineer, Medicinal Chemist,Biochemist, Process Development Chemist.",20,"The CV showcases the candidate's strong background in data science, machine learning, and artificial intelligence, but lacks direct experience or education in chemistry, which is essential for the advanced chemist role."
Specialist Biomedical Scientist,Royal Cornwall Hospitals NHS Trust,https://uk.linkedin.com/jobs/view/specialist-biomedical-scientist-at-royal-cornwall-hospitals-nhs-trust-4225340110?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"The Royal Cornwall Hospitals NHS Trust is looking for a highly motivated and experienced Specialist Biomedical Scientist to join our busy, friendly and professional Clinical Chemistry Team. This exciting post would be ideal for scientists with multi-discipline experience or for those looking to expand their current knowledge base. Further training is always encouraged and supported. This is a full time post of 37.5 hours per week across a 24/7 working week including nights and weekends. The Specialist Biomedical Scientist will work as a key member of the team, helping to deliver a continuously improving and high quality service. The post-holder will also be expected to act as a mentor for more junior scientific and support staff, and where required, to lead and supervise a sub-section of the laboratory in the absence of senior staff. The Royal Cornwall Hospital is the principal provider of emergency, acute, specialist and community healthcare to the people of Cornwall and the Isles of Scilly. Therefore, the post holder is expected to support the service by participating on the 24/7 shift system. The current Chemistry Department comprises of two laboratories: an automated lab for routine and urgent work that processes approximately 3,000 samples a day using Abbott Alinity analysers with a GLP track system; and a special assay laboratory that employs a variety of methods including HPLC and ELISA to measure and monitor analytes such as metadrenalines, HbA1c, and calprotectin. The Royal Cornwall Hospitals NHS Trust (RCHT) is the main provider of acute and specialist care services in Cornwall and the Isles of Scilly. We serve a population of around 500,000 people - a figure that can increase significantly with visitors during the busiest times of the year. We employ approximately 6,700 staff and have a budget of approximately £580 million. We are a teaching hospital in partnership with the University of Exeter Medical School, University of Plymouth School of Nursing and Midwifery, and Peninsula Dental School. The Knowledge Spa on the Royal Cornwall Hospital site is the base for medical and nursing as well as ongoing education for health professions in clinical and non-clinical roles. Keeping at the forefront of medical advances, we are continually developing our clinical services as well as our facilities and are committed to maximising the range of specialist care that can be offered locally. Allied to this is a growing reputation for research and innovation. Royal Cornwall Hospitals NHS Trust is a research active organisation. It's established South West Clinical School in Cornwall exists to promote clinical academic career opportunities for nurses, midwives and allied health professionals interested in research and evidence-based activities. Read their research paper to find out more. Website: https://www.plymouth.ac.uk/research/clinical-schools/royal-cornwall-hospitals-nhs-trust-clinical-school https://doi.org/10.1177/17449871231209037 For further details / informal visits contact: Name: Adam Westhead Job title: Lead Biomedical Scientist Email address: adam.westhead@nhs.net Telephone number: 07920414093 Adam Westhead, Lead Biomedical Scientist, on 07920414093 or by email at adam.westhead@nhs.net",90,"The CV showcases extensive experience in data science, machine learning, AI, and research, with a focus on healthcare-related projects and skills relevant to the job description, such as data analysis, predictive modeling, and collaboration with international researchers."
Research Scientist - Target Validation,VRS-UK,https://uk.jora.com/job/Research-Scientist-7f14dab73c0fbe59b057014d8bfb1b75?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"We are working with, a global leader in biopharmaceutical research & development, to hire a Research or Senior Scientist to join their Target Validation and Tractability team. This is a lab-based, hands-on position focused on uncovering and validating novel drug targets in the immunology space - ideal for someone with strong cell biology skills and a passion for translational science. What you'll be doing: - Running Gain-/Loss-of-Function studies using techniques like CRISPR, RNAi, and overexpression systems. - Performing complex in-vitro assays such as co-cultures, flow cytometry, high-content imaging, ELISA, Western blotting, qPCR, and related molecular biology techniques. - Collaborating closely with internal teams and external partners to explore immune-related disease biology. - Presenting results internally and contributing to decision-making on new therapeutic targets. Who we're looking for: - A PhD/post-doc or BSc/MSc with 2+ years of industry experience. - Background in immunology or a related field. - Strong hands-on experience in complex cellular and molecular biology techniques. - A proactive, team-oriented scientist with excellent attention to detail and communication skills. If you or someone in your network is looking for a lab-focused role in cutting-edge immunology research, then this role is for you. Key words: Research Scientist, Scientist, Senior Scientist, Target ID, Target Validation, Drug tractability, In-vitro assay, cell-culture, co-culture, complex cell-based assays, High content imaging, Flow cytometry, MSD, ELISA, endothelial, epithelial, immunology, VRS9025DT. Please note that by submitting your application to VRS Ltd your details will be registered with us so that we can contact you about suitable job opportunities now and in future. You may unsubscribe at any time by emailing us directly via our website",95,"The CV showcases a PhD researcher with extensive experience in data science, machine learning, and AI. The candidate has relevant research experience in healthcare and pharmaceuticals, as well as solid technical skills in programming, data analysis, and MLOps frameworks."
Specialist Biomedical Scientist,Alder Hey Children's NHS Foundation Trust,https://uk.linkedin.com/jobs/view/specialist-biomedical-scientist-at-alder-hey-children-s-nhs-foundation-trust-4225333572?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"An opportunity has arisen for a suitably qualified and motivated HCPC registered Biomedical Scientist specialising in Haematology at Band 6 level to join our team. The post holder will work closely with the Lead Biomedical Scientist and Senior Biomedical Scientists to provide a 24/7 laboratory service to the Trust and its users. The post holder will act as a registered Biomedical Scientist working in Haematology and Blood Transfusion providing scientific services on patient samples as an aid to the clinical diagnosis, monitoring and treatment of paediatric disease. Therefore, the post holder will preferably have an extensive practical and theoretical knowledge of laboratory haematology, coagulation and blood transfusion. The post holder will rotate between all sections of the haematology laboratory and with appropriate training, participate in the departments out of hours working arrangements. The department is well equipped with Sysmex XN2000, Sysmex CS2400, Grifols Erytra, Beckman Coulter Navios, Tosoh G8 and Meditech computer system. The Haematology department is accredited for training with the IBMS. We are looking for an individual who is enthusiastic to join a dedicated team providing a high-quality service. For further information please contact Andrew Simpson, Lead Biomedical Scientist Haematology and Blood Transfusion on 0151 252 5229. As one of Europe's biggest and busiest children's hospitals, at Alder Hey Children's NHS Foundation Trust, we treat everything from common illnesses to highly complex and specialist conditions. In addition to our main hospital site, we offer paediatric services at a number of community sites and hold local clinics across Merseyside, Cumbria, Shropshire, Wales and the Isle of Man. We also provide specialist inpatient care for children with complex mental health needs in our recently relocated and newly opened state of the art facility. Alder Hey has a thriving research portfolio and leads research into children's medicines, infection, inflammation and oncology. We are becoming recognised as one of the world's leaders in children's healthcare and research. We contribute to public health, lead cutting-edge research and teach the next generation of children's specialists. Alongside this is our Innovation Hub, a dedicated space where clinicians and industries can come together to create new products and technologies. We know that a children's hospital is different and that our job is more than just treating an illness. To us, every child is an individual. As well as giving them the very best care, we set out to make them feel happy, safe and confident as they play, learn and grow. At Alder Hey we are here to look after a child and their family and that includes mums, dads, brothers and sisters. For further details / informal visits contact: Name: Andrew Simpson Job title: Lead Biomedical Scientist Email address: andrew.simpson@alderhey.nhs.uk Telephone number: 01512525229",20,"The CV showcases a strong background in data science, machine learning, and AI, but lacks specific experience or qualifications in haematology, coagulation, or blood transfusion, which are essential for the Biomedical Scientist role at Band 6 level in Haematology."
Data Entry Analyst,StarCompliance,https://uk.linkedin.com/jobs/view/data-entry-analyst-at-starcompliance-4225319954?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"May 2025 Role StarCompliance is a leading provider of employee compliance software. For broker-dealers that don't offer employee trade data through a direct electronic broker feed, StarCompliance also offers Secure Data Entry (SDE), a broker statement entry and digitization service. Responsibilities - Accurately input data into StarCompliance application(s) within specified Service Level Agreements - Verify and check data for accuracy and completeness - Perform quality checking of data - Identify and correct errors in data promptly - Retrieve, organise and store data efficiently and accurately - Catalogue data accurately - Update reports and generate and distribute reports if required - Assist in client queries if required - Ensure confidentiality of data by keeping data secure - Adherence to company policies and procedures Mandatory Qualifications, Skills, Knowledge Or Experience - Excellent attention to detail and accuracy - Strong computer and numeracy skills - Strong problem-solving skills - Good organisational and time management skills - Good communication skills - Grade C or above in Maths and English GCSE (or equivalent) - Flexible and adaptable - Ability to work to deadlines and changing priorities Preferred Qualifications, Skills, Knowledge Or Experience - Previous experience in a data entry role or similar - Previous experience of data quality checking - Previous experience working with colleagues and clients in a different time zone",70,"The CV showcases extensive experience in data analysis, machine learning, and research, along with skills in Python, R, SQL, machine learning tools, and data visualization. While the candidate's experience is focused on research and AI development, they do possess strong technical skills that could be beneficial for a data entry role."
Data Analyst Intern,Truelance Recruitment Ltd,https://uk.indeed.com/viewjob?jk=76f27d5a3e12e91f&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"Are you looking to gain real-world experience as a Data Analyst and work on practical projects that mirror industry expectations? Truelance Recruitment is hiring on behalf of a UK-based career accelerator offering a hands-on Data Analyst Internship. This opportunity is ideal for graduates and career changers looking to build their data portfolio, learn from experienced professionals, and enhance their job readiness in today's competitive tech landscape. About the Role As a Data Analyst Intern, you'll participate in live online sessions led by qualified data professionals and work on industry-aligned projects. You'll learn how to turn raw data into actionable insights using tools like SQL, MySQL, Python, Excel, and Power BI. Projects will be reviewed by professionals who will provide constructive feedback, helping you improve and prepare for job interviews with confidence. Key Responsibilities Attend interactive sessions delivered by experienced data professionals Work on real-world data projects and solve business problems Perform data cleaning, analysis, and visualisation Learn to write and optimise SQL/MySQL queries Present findings through dashboards and reports Receive project feedback from experts to sharpen your skills Collaborate with peers and follow a structured learning journey Earn a certificate upon successful completion of the programme Required Skills & Qualifications Recent graduate or final-year student in Data Science, Computer Science, Maths, or a related field A keen interest in data analysis and business intelligence Basic knowledge of Excel and/or SQL is preferred Willingness to learn new tools and work independently Good communication and analytical thinking Enthusiastic, committed, and ready to take initiative Perks &",95,"The candidate's CV showcases extensive experience in data analysis, machine learning, and AI, along with relevant research experience and projects that align well with the job description for a Data Analyst internship."
Apprenticeship Opportunity: Junior Data Analyst Role,NatWest Group,https://www.stunited.org/job/apprenticeship-opportunity-junior-data-analyst-role/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"Kickstart Your Career as a Data Analyst Apprentice with NatWest Group 📊 Are you ready to jumpstart a meaningful and rewarding career in data analysis? Join us in October 2025 as a Data Analyst Apprentice within our Commercial & Institutional - Business Banking - Small Business Lending Team and become part of a dynamic, diverse, and supportive environment where your growth truly matters. This opportunity is perfect for those who are passionate about numbers, eager to solve real-world problems, and want to shape the future of banking with smart data insights. 🔹 What You'll Be Doing: As a Data Analyst Apprentice, you'll become an integral part of our analytics team. Here's a glimpse into your exciting role: Dive into complex datasets to uncover valuable insights that support strategic decision-making. Work closely with business units to identify issues and discover opportunities through data analysis. Assist in creating innovative solutions, improving processes, and solving key business challenges. Use data to develop high-level models, build visualisations, and produce clear documentation to share your findings. Collaborate with stakeholders and present your analysis in an accessible, engaging way for varied audiences. 🌟 What You'll Learn: This apprenticeship isn't just about getting hands-on experience - it's about building a foundation for your career. As part of your journey, you'll complete the Data Analyst Level 4 Apprenticeship Programme, a nationally recognised and externally accredited qualification. Here's a snapshot of the skills and knowledge you'll gain: How to apply legal, regulatory, and industry-specific frameworks to your data work. Techniques for identifying and managing data risks, ensuring quality across your outputs. Master the art of communicating complex data clearly and confidently. Learn to measure and monitor organisational performance using data-driven objectives. Grow your confidence and problem-solving skills as you take ownership of mini-projects. What We're Looking For: We're not expecting you to have all the answers - that's what the apprenticeship is for! But we are looking for people who are: Motivated, curious, and eager to learn. Great at time management, with the ability to prioritise and stay organised. Comfortable working collaboratively in teams. Strong communicators who can adapt their message for different audiences. Naturally analytical and logical thinkers, with a proactive attitude and desire to innovate. You'll also need: An ability to stay customer-focused. An inquisitive mindset that drives you to find creative solutions. A basic numerate and analytical skillset that you're excited to build on. 📅 Working Style & Location We understand that everyone thrives in different environments - that's why we offer: Flexible working hours Hybrid arrangements All normal working days must be based in the United Kingdom. 🚪 Eligibility Criteria: This programme is designed for individuals with little to no qualifications or experience in data analysis. 🔹 If you already have a degree or extensive experience in this subject, you may not be eligible. 🔹 Ideally, you'll have GCSE Grade A-C / Level 4+ in English and Maths. If you don't - don't worry! We'll support you to achieve these qualifications as part of your apprenticeship journey. Perks - Because You Matter! We believe in rewarding our apprentices for the amazing work they do - and supporting them along the way. Here are some of the",95,"The CV showcases extensive experience in data science, machine learning, and AI, with a focus on predictive analytics, Bayesian modeling, and MLOps frameworks. The candidate also has research experience in healthcare and pharmaceuticals, aligning well with the job description for a Data Analyst Apprentice role in a banking environment."
Intern Data Analyst,Nokia,https://uk.linkedin.com/jobs/view/intern-data-analyst-at-nokia-4223069533?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"Job Description Cloud and Network Services develops and delivers software products to telecom operators and enterprises. These include core networks (like packet and IP core systems) and applications for security, charging, and more. The Services & Care team handles the delivery of these products into customer networks. When customers buy new software, they also get services to help design, integrate, and test it in their networks. Position: Internship Duration: 3 months Start Date (tentative): June 15, 2025 Location: Hybrid in Reading, UK Education Recommendations: Currently a candidate finishing their MSc degree in Management, Business, Finance, or a related field with an accredited school How You Will Contribute And What You Will Learn - Interpret business hypothesis with focus on financial - Support data scientist in analysis - Support data scientists with actionable insights based on business context - Support data scientists in professional executive-level presentation preparation - Support data scientists in presenting the findings and results to S&C management findings and results Key Skills And Experience You have: - Business degree with strong financial economics understanding - Presentation skills (PowerPoint) - Data evaluation skills - Requirement analysis - Research mindset - Financial analysis - Adaptability to business hypothesis environments It would be nice if you also had: - Experience management consulting style of presentations, summaries, and evaluations. About Us Come create the technology that helps the world act together Nokia is committed to innovation and technology leadership across mobile, fixed and cloud networks. Your career here will have a positive impact on people's lives and will help us build the capabilities needed for a more productive, sustainable, and inclusive world. We challenge ourselves to create an inclusive way of working where we are open to new ideas, empowered to take risks and fearless to bring our authentic selves to work What we offer Nokia offers continuous learning opportunities, well-being programs to support you mentally and physically, opportunities to join and get supported by employee resource groups, mentoring programs and highly diverse teams with an inclusive culture where people thrive and are empowered. Nokia is committed to inclusion and is an equal opportunity employer Nokia has received the following recognitions for its commitment to inclusion & equality: - One of the World's Most Ethical Companies by Ethisphere - Gender-Equality Index by Bloomberg - Workplace Pride Global Benchmark At Nokia, we act inclusively and respect the uniqueness of people. Nokia's employment decisions are made regardless of race, color, national or ethnic origin, religion, gender, sexual orientation, gender identity or expression, age, marital status, disability, protected veteran status or other characteristics protected by law. We are committed to a culture of inclusion built upon our core value of respect. Join us and be part of a company where you will feel included and empowered to succeed. About The Team As Nokia's growth engine, we create value for communication service providers and enterprise customers by leading the transition to cloud-native software and as-a-service delivery models. Our inclusive team of dreamers, doers and disruptors push the limits from impossible to possible.",75,"The CV showcases a strong background in data science, machine learning, AI, and software development, but lacks specific experience or skills related to the telecom industry or business consultancy. While the candidate's technical skills are impressive, they may not align perfectly with the requirements of the internship position at Nokia."
Graduate Data Analyst,Finyx,https://uk.linkedin.com/jobs/view/graduate-data-analyst-at-finyx-4225342832?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"Job Title Analyst Employment Type Full Time (6 mth probation period) Primary Work Location (Base) York University Science Park Reports To Director Start Date September 2025 Company Background Since 2006, Finyx have supported our clients to deliver large and complex digital transformation programmes and projects that have added real value to their operations. We work on high value, innovative and interesting projects for clients who are strategically vital for the UK economy in both the Private and Public Sectors. The services we offer are grouped into the following four Service Lines: - Strategy - defining forward-looking technology strategies and how they will work operationally. - Delivery - supporting large-scale change programmes such as introducing a new technology solution. - Commercial - designing, establishing and managing our clients' technology supply-chains. - Business Management - improving efficiency and cost-effectiveness of digital programmes. Finyx operate out of three office locations in London, York and Belfast. We pride ourselves on having built a happy and healthy place to work with an open, non-corporate, fun culture built on mutual respect and trust. Job Overview This is an exciting opportunity for a recent graduate within our York Delivery Centre. The right candidate will be given the opportunity to grow in a professional environment and will work across a number of areas including: - Client Engagements - working as part of a Finyx team on digital, data & technology programmes and projects. - Sales - assisting in the identification of potential opportunities and supporting the creation of bid responses. - Service Line Development - aiding in the creation of materials that will help us to sell and to deliver our consulting services - Internal Initiatives - contributing to the ongoing growth of Finyx; improving internal processes and contributing to our Corporate Social Responsibility (CSR) and Inclusion, Diversity and Equality (I,D&E) agendas. The role of an Analyst - Data will apply a structured thought process to business problems and we are looking for a flexible, dynamic individual who will grow into the position and look to build experience across all areas of our business. Requirments Qualifications Bachelor's degree or equivalent - any subject Skills & Behaviours Must Have - A proactive attitude with the ability to progress tasks autonomously - Strong data analysis and problem-solving skills - Excellent communication skills, to report on progress and raise issues - Ability to work collaboratively as part of a team - A keen interest in information technology - Strong organisational skills and good attention to detail - Ability to approach tasks with a process orientated, data driven mindset Nice to have - Experience working in a professional environment - Experience of working with Microsoft suite (incl. PowerPoint, Excel and Word) - Experience of delivering high quality presentations to a range of audiences - Awareness of technology trends (e.g. AI) - Awareness of project management techniques and processes - Experience of MS Power Platform Responsibilities Client Engagements Working under supervision to: - Analyse, understand and communicate business problems or opportunities. - Communicate effectively with both technical and non-technical stakeholders. - Document business processes to analyse and identify opportunities for efficiency. - Utilise relevant information to identify, analyse, define and validate requirements for IT users and the client organisation. - Identify areas for improvement, research potential options, analyse the impact of change and define success measures. - Establish structured data stores and consolidating information from various sources of an organisation. - Transform documented business workflows into automated processes using tools within the business. - Develop low-code tooling (such as Microsoft PowerApps) to improve existing business operations. - Apply tools and techniques for data analysis and data visualisation (incl. PowerBI) to present clear findings and recommendations. - Summarise and present data / conclusions in the most appropriate format for users, by translating technical concepts into non-technical language. - Take an iterative approach to completing task-based outputs for a project. - Contribute towards the creation of client deliverables (e.g. PowerPoint, Excel and Word documents). - Prepare for, attend, and contribute to client meetings and workshops. Analysts may be required to work autonomously (with oversight from a senior Finyx colleague), as part of either an all-Finyx or mixed team (including client resources or those from other consultancies). Sales Helping to identify and qualify new client opportunities for Finyx and supporting the bid process; coordinating and tracking the completion of our bid response. Service Line Development Assisting in the creation of materials that help us to both sell and deliver our Services to our clients; this may include creating presentation materials to fully describe our offerings or building tools and templates that we can offer as 'accelerators' to our clients. Internal Initiatives Providing support (and potentially owning) ongoing internal Finyx projects; this may include analysing and improving internal processes, supporting the design and delivery of company events such as internal training courses for example. Additonal Information - A discretionary annual bonus based on personal and firm performance. - Private healthcare with discounted gym membership included. - 25 days holiday (not including Bank Holidays) and holiday purchase scheme (up to 5 additional days). - Structured training and on-the-job coaching provided (with allocated training budget). - Commitment and support to pursue community projects. - Salary sacrifice pension. - Death in service benefit. - Four days a week in the office, with flexibility on working hours (as appropriate). - May require occasional travel to Finyx offices for team meetings or to client sites for consulting engagements.",90,"The candidate has a PhD in Data Science and multiple research experiences in machine learning, AI, and data analysis, aligning with the job requirements for data analysis, problem-solving skills, and IT understanding. The candidate also has experience with tools like Power BI, Python, and SQL, which are relevant to the role."
Data Governance Analyst,Tandem Bank,https://uk.linkedin.com/jobs/view/data-governance-analyst-at-tandem-bank-4223602774?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"Job Title: Data Governance Analyst Working Pattern: Monday to Friday, 36.25 hours per week Salary: up to £60,000 + up to 20% bonus Location: Flexible - Embrace fully remote or hybrid work from any of our vibrant UK offices in London, Cardiff, Durham, or Blackpool. At Tandem, we're not just a bank; we're a movement for positive change. If you're an ambitious and dedicated Data Governance Analyst ready to make an impact, we've got a space with your name on it! As the Data Governance Analyst, you will be responsible for designing, implementing, and evolving enterprise-wide data governance frameworks, standards, and controls. Your remit will span data ownership, data resilience, data lineage, standards, anonymisation, and quality, ensuring data is managed as a strategic asset and aligned with regulatory and business expectations. You will collaborate closely with business and technical stakeholders to embed data governance into operational practice. Responsibilities will include: Governance & Control - Establish and maintain robust data governance frameworks, ensuring alignment with regulatory requirements and best practices (e.g., ISO 27001, GDPR, CDPSE standards). - Define and enforce policies covering data ownership, classification, anonymisation, pseudonymisation, and retention. - Lead the implementation of control structures for data lineage, data quality, and data access management across systems. Data Strategy & Architecture - Assist in the development and maintenance of enterprise data models to support current and future business needs. - Define standards and metadata models supporting consistency in data structure, usage, and documentation. - Contribute to the organisation's data resilience strategy, including data risk assessments and dependency mapping. Assurance - Design and execute rigorous data quality tests; maintain an auditable record of issues, exceptions, and remediation status. - Oversee incident and issue management for data quality issues and actions. - Assess and review control and technical permissions and access controls in identified systems ensuring access is provisioned aligning to least privilege and auditability principles. - Monitor data assets across their lifecycle, ensuring that they remain secure, governed, and usable. Reporting - Develop and maintain appropriate reporting dashboards and reports to provide clear insights into data governance KPIs (e.g., policy compliance, quality scores, lineage completeness). - Deliver actionable intelligence to key stakeholders through curated, interactive data governance metrics. Stakeholder Engagement & Advisory - Serve as the primary contact for data governance queries, working with data owners, stewards, engineering, and compliance teams to embed governance principles. - Provide advisory support on privacy-by-design, data ethics, and best practice implementation in alignment with frameworks such as CDPSE. - Represent data governance in cross-functional working groups and steering committees. - Documentation & Collaboration - Maintain clear and structured documentation using appropriate tools. - Promote governance awareness through knowledge sharing, training, and proactive communication. Key Skills & Experience - Proficient in PostgreSQL for querying and understanding of role-based access control and permissions management. - Solid understanding of data privacy, security, and compliance frameworks (e.g., CDPSE, GDPR, ISO 27001). - Experience implementing data lineage, ownership models, and data quality frameworks in complex environments. - Familiarity with data classification, anonymisation, and pseudonymisation tools and techniques. - Excellent communication and stakeholder management skills. - Ability to translate complex governance requirements into actionable steps for technical and business teams. We are Tandem - Where impact meets innovation. Tandem is the UK's greener digital bank on a bold quest to revolutionise the way we save, borrow, spend, and share - all while nurturing our planet, our people and our customers. As one of Europe's fastest growing digital banks, our values of being Brave, Enterprising, Simple, and Together (BEST) ensure our 500-strong team collaborate to drive a brighter, greener future. Tandem is proud to offer a workplace with diverse experiences, perspectives, and backgrounds which leads to a unique company culture for our people and a better experience for our customers. Rewards that reflect your value, what's in it for you? At Tandem, your hard work is rewarded in many ways and we have an enhanced employee",92,"The CV demonstrates extensive experience in data science, machine learning, and AI, along with strong research and project experience in developing predictive models and innovative algorithms. The candidate also showcases skills in data analysis, visualization, programming, MLOps/LLMOps frameworks, and cloud technologies."
Data Analyst,RSM UK,https://careers.rsmuk.com/uk/en/job/req10332/Data-Analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2025-05-08T12:27:07,"As one of the world's largest networks of audit, tax and consulting firms, RSM delivers big ideas and premium service to help middle-market businesses thrive. We are a fast-growing firm with big ambitions -- we have a clear goal to become the premium adviser to the middle market, globally. This vision touches everything we do, motivating and inspiring us to become better every day. If you are looking for a firm where you can build a future and make an impact, then RSM is the place for you. Make an Impact at RSM UK Join RSM, a pioneering professional services firm with 4,000+ staff across 30 UK offices, as we expand our digital and IT capabilities. We're seeking a skilled Data Analyst to join our dynamic National Technology department, driving forward our analytics and data-centric initiatives. As a Data Analyst, you'll lead the delivery of cutting-edge solutions, models, reports, and visualisations that uncover new business insights. In an era of rapid innovation at RSM, your role is pivotal in leveraging advanced analytics and data science methodologies. You'll make an impact by: - Uncovering and interpreting trends from complex datasets and diverse data sources. - Developing optimised models and provide actionable insights to shape our business strategy. - Grasping and integrate with business processes, optimising data retrieval and creating impactful dashboards and reports. - Fostering a data-centric culture by providing user support, training, and guidance. - Collaborating closely with Data Engineers to define and refine data requirements. - Working alongside subject matter experts to deliver innovative data products. - Identifying and address system and process gaps that hinder effective data analysis. What we are looking for: Are you someone who thrives on variety, loves learning new things, and enjoys connecting with people? If you can spot inefficiencies in everyday life and are passionate about making improvements, this role is perfect for you! We value diverse experiences and perspectives. Here's what we're looking for in our ideal candidate: - Proven problem-solving skills with a knack for developing innovative solutions. - Extensive experience manipulating and shaping diverse datasets. - Proficiency in visual analytics tools like Power BI and Python. - Strong written and verbal communication skills. - Excellent facilitation, collaboration, negotiation, and presentation abilities. - Thrives in dynamic environments, adapting quickly to change and ambiguity. What we can offer you: We recognise that our people are our most important assets. That's why we offer a flexible reward and",90,"The candidate has a strong background in data science, machine learning, and AI, with experience in developing predictive models, implementing cloud solutions, and creating intuitive dashboards. They have conducted research in healthcare and pharmaceuticals, showcasing their ability to uncover insights from complex datasets."
